seller-sku	fulfillment-channel-sku	asin	condition-type	Warehouse-Condition-code	Quantity Available
hm-r1-1-10	X000ZGLOGN	B09L494KS9	NewItem	SELLABLE	0
hm-r2-1-15	X000ZGM50R	B09L49TQLQ	NewItem	SELLABLE	2
hm-r1-2-10	X000ZGM511	B09L46MG7X	NewItem	SELLABLE	0
bdr-1002-2-15	X001CRITQ7	B085PQBW3B	NewItem	SELLABLE	12
SPC-009-2-15	X00196E6TZ	B0DJSK9NMD	NewItem	SELLABLE	1
hm-r2-2-15	X000ZGLOGX	B09L42X8JH	NewItem	SELLABLE	4
WEEKENDERS_S1-L	X000YA4YPN	B098DS36W2	NewItem	SELLABLE	0
hm-r2-2-20	X000ZGLOH7	B09L48FQYC	NewItem	SELLABLE	0
SPC-006-2+10	X00112U0TH	B0B3CYPFDP	NewItem	SELLABLE	0
SPC-006-2+20	X00112USA3	B0B3D22HS3	NewItem	SELLABLE	0
SY-9003-2	X000T9O4Z9	B081YLG7V5	NewItem	SELLABLE	0
WEEKENDERS_S2-M	X000YA4YPX	B098DP7GXD	NewItem	SELLABLE	0
hm-r2-3-25	X000ZGMP89	B09L3YBHJX	NewItem	SELLABLE	2
bdr-1002-2-20	X001CRITF3	B085PPLYRG	NewItem	SELLABLE	13
SY-9002-2	X000T9O4YZ	B081YK7Y1L	NewItem	SELLABLE	0
hm-r2-1-10	X000ZGMP7P	B09L44WNBH	NewItem	SELLABLE	20
hm-r1-2-20	X000ZGLOHR	B09L3Y9SW7	NewItem	SELLABLE	0
WEEKENDERS_N1-BK-54	X000ZL7KHZ	B09MY6Y1YV	NewItem	SELLABLE	0
WEEKENDERS_N1-OD-54	X000ZL7LSD	B09MYMQF1K	NewItem	SELLABLE	0
SPC-009-1-15	X001967TU3	B0DJSKG6DL	NewItem	SELLABLE	5
hm-r1-3-15	X000ZGLOI1	B09L4387FH	NewItem	SELLABLE	0
WEEKENDERS_N1-CT-51	X000ZL7KI9	B09MYDX59D	NewItem	SELLABLE	1
SY-9001-2	X000T9O4YP	B081YLSMYZ	NewItem	SELLABLE	0
XI-W5LN-WHVY	X001A98QGF	B0DM1GHL5N	NewItem	SELLABLE	0
SPC-007-2+10	X0016NB0IL	B0B3CMFQTF	NewItem	SELLABLE	0
WEEKENDERS_N1-CT-54	X000ZL7LSN	B09MY8GJ6M	NewItem	SELLABLE	1
ov-01-4	X0010LFJ77	B09Y12ZLWV	NewItem	SELLABLE	0
bdr-1003-1-10	X001CRI7MX	B085Q1RMH3	NewItem	SELLABLE	6
hm-r1-3-25	X000ZGMP8T	B09L4BSWD2	NewItem	SELLABLE	0
bdr-1001	X001CRMW8N	B085PRZ45Y	NewItem	SELLABLE	0
SPC-009-2-20	X00196CY9T	B0DJSM8FZG	NewItem	SELLABLE	8
SY-9001-1	X000T9O4ZT	B081YJNY7T	NewItem	SELLABLE	0
SPC-008-1+20	X0013FZNNZ	B0B3D32G4P	NewItem	SELLABLE	0
hm-r1-1-25	X000ZGM4ZX	B09L4C37Q6	NewItem	SELLABLE	0
bdr-1001-2-20	X001CRHCPV	B085PS3S1Q	NewItem	SELLABLE	15
SPC-003-2 +3.00	X000POBZCX	B07JFLK7Q7	NewItem	SELLABLE	0
hm-r2-1-20	X000ZGM0BB	B09L4G5KC9	NewItem	SELLABLE	1
SPC-009-2-25	X00196CYB7	B0DJSJNS7L	NewItem	SELLABLE	0
bdr-1003-2-20	X001CRGXUB	B085Q6K34S	NewItem	SELLABLE	13
SY-9004-1	X000T9PXNL	B081YJ97S9	NewItem	SELLABLE	0
SY-9004-3	X000T9O4ZJ	B081YJPH75	NewItem	SELLABLE	0
SPC-003-2 +2.50	X000POBZCD	B07JG5HMX2	NewItem	SELLABLE	0
hm-r1-3-10	X000ZGMP8J	B09L498D1R	NewItem	SELLABLE	0
bdr-1002-1-15	X001CRITNF	B085Q1L7Y6	NewItem	SELLABLE	9
hm-r2-3-10	X000ZGMP7Z	B09L48XSGG	NewItem	SELLABLE	15
SPC-009-1-25	X00196A6JJ	B0DJSLXSWD	NewItem	SELLABLE	13
SY-9003-1	X000T9PXNB	B081YJD29F	NewItem	SELLABLE	0
hm-r1-1-20	X000ZGM0AR	B09L493PY5	NewItem	SELLABLE	0
hm-r2-2-25	X000ZGM0B1	B09L4BSWD1	NewItem	SELLABLE	0
UK-001-2	X00165D6F9	B0CQKR43W2	NewItem	SELLABLE	23
